profit_target_pct,stop_loss_pct,max_hold_hours,total_trades,win_rate,avg_profit_pct,median_profit_pct,max_profit_pct,min_profit_pct,std_profit_pct,avg_win_pct,avg_loss_pct,sharpe_ratio,avg_hold_time_hours,initial_capital,final_capital,total_return_pct,profit_target_hits,stop_loss_hits,max_hold_exits,end_of_data_exits
20,20,2,143,45.45,-0.17,-0.37,20.0,-20.0,10.3,8.08,-7.06,-0.017,1.82,2000.0,727.31,-63.63,16,10,117,0
5,25,6,143,66.43,-0.29,5.0,5.41,-25.0,8.78,4.84,-10.44,-0.032,2.61,2000.0,713.74,-64.31,90,8,45,0
20,10,2,143,41.96,-0.34,-1.56,20.0,-10.0,9.06,8.03,-6.39,-0.038,1.56,2000.0,697.03,-65.15,14,39,90,0
100,5,4,143,28.67,-0.4,-5.0,65.15,-5.0,8.99,9.59,-4.41,-0.044,2.28,2000.0,695.54,-65.22,0,84,59,0
20,5,48,143,20.28,-0.34,-5.0,20.0,-5.0,9.38,17.53,-4.89,-0.036,6.38,2000.0,689.64,-65.52,24,111,0,8
20,5,24,143,22.38,-0.37,-5.0,20.0,-5.0,9.19,15.39,-4.91,-0.04,5.04,2000.0,678.91,-66.05,23,108,11,1
10,10,4,143,44.76,-0.42,-1.31,10.0,-10.0,8.32,7.88,-7.15,-0.05,2.09,2000.0,666.72,-66.66,47,46,50,0
25,15,2,143,44.06,-0.26,-0.64,25.0,-15.0,10.43,8.26,-6.96,-0.025,1.77,2000.0,653.23,-67.34,12,21,110,0
5,10,48,143,61.54,-0.52,5.0,5.0,-10.0,7.05,4.94,-9.27,-0.074,5.34,2000.0,651.86,-67.41,87,49,0,7
5,25,48,143,76.92,-0.18,5.0,5.0,-25.0,10.36,4.96,-17.3,-0.017,10.03,2000.0,638.01,-68.1,109,17,0,17
30,25,2,143,45.45,-0.17,-0.37,30.0,-25.0,11.35,8.35,-7.27,-0.015,1.92,2000.0,634.65,-68.27,8,6,129,0
100,25,2,143,45.45,-0.16,-0.37,54.01,-25.0,11.82,8.36,-7.27,-0.014,1.96,2000.0,610.4,-69.48,0,6,137,0
10,10,12,143,44.76,-0.43,-2.11,10.0,-10.0,8.97,9.0,-8.07,-0.048,4.29,2000.0,604.63,-69.77,54,56,33,0
5,15,4,143,60.84,-0.55,5.0,5.0,-15.0,7.51,4.66,-8.65,-0.074,1.73,2000.0,586.57,-70.67,80,24,39,0
20,25,2,143,45.45,-0.29,-0.37,20.0,-25.0,10.59,8.08,-7.27,-0.027,1.84,2000.0,581.66,-70.92,16,6,121,0
30,15,2,143,44.06,-0.34,-0.64,30.0,-15.0,10.6,8.07,-6.96,-0.032,1.81,2000.0,573.47,-71.33,8,21,114,0
100,15,2,143,44.06,-0.33,-0.64,54.01,-15.0,11.1,8.08,-6.96,-0.03,1.86,2000.0,551.55,-72.42,0,21,122,0
5,15,48,143,69.23,-0.53,5.0,5.0,-15.0,8.55,4.95,-12.85,-0.062,6.96,2000.0,535.12,-73.24,98,34,0,11
10,10,6,143,44.06,-0.56,-2.37,10.0,-10.0,8.55,8.37,-7.6,-0.066,2.75,2000.0,526.16,-73.69,47,49,47,0
5,25,12,143,68.53,-0.44,5.0,5.0,-25.0,9.33,4.95,-12.19,-0.047,4.23,2000.0,525.75,-73.71,96,11,36,0
5,15,24,143,67.13,-0.56,5.0,5.0,-15.0,8.4,4.95,-11.8,-0.066,4.89,2000.0,523.41,-73.83,95,32,16,0
20,15,2,143,44.06,-0.5,-0.64,20.0,-15.0,9.73,7.7,-6.96,-0.051,1.74,2000.0,499.94,-75.0,14,21,108,0
10,25,4,143,50.35,-0.37,0.14,10.0,-25.0,10.56,8.12,-8.97,-0.035,2.69,2000.0,498.05,-75.1,55,9,79,0
5,25,24,143,71.33,-0.47,5.0,5.0,-25.0,9.82,4.95,-13.95,-0.048,6.88,2000.0,466.01,-76.7,101,13,28,1
5,20,24,143,70.63,-0.53,5.0,5.0,-20.0,9.44,4.95,-13.71,-0.056,6.08,2000.0,460.05,-77.0,100,22,20,1
15,15,12,143,44.76,-0.27,-2.03,15.0,-15.0,12.39,12.19,-10.36,-0.022,6.13,2000.0,451.5,-77.42,47,44,52,0
10,15,12,143,50.35,-0.48,0.78,10.0,-15.0,10.54,9.11,-10.2,-0.045,5.17,2000.0,442.07,-77.9,62,38,43,0
15,25,4,143,45.45,-0.29,-1.11,15.0,-25.96,12.17,10.34,-9.15,-0.024,3.09,2000.0,430.22,-78.49,40,10,93,0
15,20,6,143,46.85,-0.29,-1.0,15.0,-20.0,12.55,11.06,-10.3,-0.023,4.24,2000.0,409.31,-79.53,42,21,80,0
10,15,4,143,47.55,-0.64,-0.2,10.0,-15.0,9.55,8.01,-8.47,-0.067,2.44,2000.0,408.43,-79.58,51,29,63,0
15,15,4,143,42.66,-0.53,-1.57,15.0,-15.0,10.97,10.16,-8.48,-0.048,2.81,2000.0,395.53,-80.22,37,32,74,0
5,20,48,143,73.43,-0.6,5.0,5.0,-20.0,9.82,4.95,-15.93,-0.061,8.41,2000.0,393.36,-80.33,104,26,0,13
100,5,24,143,16.78,-0.27,-5.0,100.0,-5.0,15.71,22.77,-4.92,-0.017,7.32,2000.0,393.49,-80.33,2,116,23,2
10,20,12,143,53.85,-0.42,3.29,10.0,-20.0,11.7,9.17,-11.6,-0.035,6.05,2000.0,386.53,-80.67,67,26,50,0
15,10,4,143,38.46,-0.71,-2.28,15.0,-10.0,9.64,9.87,-7.33,-0.074,2.39,2000.0,374.86,-81.26,32,53,58,0
10,20,6,143,51.75,-0.55,0.67,10.0,-20.0,10.87,8.49,-10.24,-0.051,3.68,2000.0,369.53,-81.52,57,18,68,0
10,10,24,143,44.06,-0.77,-3.34,10.0,-10.0,9.32,9.34,-8.73,-0.082,6.47,2000.0,355.11,-82.24,58,64,21,0
15,15,6,143,44.06,-0.53,-1.67,15.0,-15.0,11.61,10.87,-9.5,-0.045,3.78,2000.0,354.79,-82.26,39,39,65,0
50,5,12,143,19.58,-0.72,-5.0,50.0,-5.0,10.84,15.9,-4.77,-0.067,4.53,2000.0,353.09,-82.35,4,107,32,0
50,5,24,143,17.48,-0.63,-5.0,50.0,-5.0,12.34,19.62,-4.92,-0.051,6.79,2000.0,338.04,-83.1,6,115,20,2
15,20,12,143,47.55,-0.3,-0.64,15.0,-20.0,13.67,12.36,-11.78,-0.022,7.18,2000.0,323.6,-83.82,51,31,61,0
10,15,6,143,48.95,-0.77,-0.46,10.0,-15.0,10.09,8.4,-9.57,-0.077,3.25,2000.0,307.71,-84.61,53,36,54,0
100,5,12,143,19.58,-0.81,-5.0,100.0,-5.0,11.78,15.44,-4.77,-0.069,4.76,2000.0,294.49,-85.28,1,107,35,0
15,10,12,143,37.06,-0.81,-4.68,15.0,-10.0,10.35,11.61,-8.13,-0.079,5.09,2000.0,292.28,-85.39,36,65,42,0
15,10,6,143,36.36,-0.88,-3.44,15.0,-10.0,9.91,10.92,-7.62,-0.089,3.16,2000.0,283.66,-85.82,33,57,53,0
50,5,48,143,13.29,-0.71,-5.0,50.0,-5.0,12.88,26.64,-4.9,-0.055,9.32,2000.0,279.82,-86.01,7,121,0,15
10,15,24,143,51.05,-0.76,0.47,10.0,-15.0,11.13,9.43,-11.4,-0.069,8.15,2000.0,265.23,-86.74,68,44,31,0
30,10,6,143,32.87,-0.74,-4.51,30.0,-10.0,12.28,13.38,-7.65,-0.06,3.8,2000.0,258.7,-87.06,13,61,69,0
25,15,6,143,39.86,-0.58,-2.39,25.0,-15.0,13.7,13.2,-9.71,-0.042,4.33,2000.0,239.17,-88.04,22,44,77,0
30,15,6,143,39.86,-0.56,-2.39,30.0,-15.0,14.13,13.25,-9.71,-0.039,4.5,2000.0,231.95,-88.4,15,44,84,0
25,10,6,143,32.87,-0.87,-4.51,25.0,-10.0,11.66,12.96,-7.65,-0.075,3.66,2000.0,229.78,-88.51,18,61,64,0
15,20,24,143,48.95,-0.38,-0.74,15.0,-20.0,14.86,13.49,-13.67,-0.025,11.53,2000.0,224.54,-88.77,61,39,41,2
15,15,24,143,44.06,-0.66,-3.17,15.0,-15.0,13.25,13.32,-11.66,-0.049,9.71,2000.0,219.13,-89.04,54,52,36,1
10,25,12,143,53.85,-0.71,3.29,10.0,-25.0,12.39,9.17,-12.24,-0.057,6.46,2000.0,214.8,-89.26,67,17,59,0
10,25,6,143,51.75,-0.86,0.67,10.0,-25.0,11.51,8.49,-10.89,-0.075,3.77,2000.0,205.83,-89.71,57,11,75,0
30,10,4,143,34.97,-1.01,-3.86,30.0,-10.0,11.26,10.9,-7.41,-0.089,2.8,2000.0,202.84,-89.86,10,57,76,0
25,10,4,143,34.97,-1.05,-3.86,26.1,-10.0,10.89,10.79,-7.41,-0.096,2.72,2000.0,199.88,-90.01,14,57,72,0
10,10,48,143,42.66,-1.17,-10.0,10.0,-10.0,9.53,9.59,-9.18,-0.123,9.45,2000.0,191.98,-90.4,58,72,0,13
15,25,6,143,46.85,-0.71,-1.0,15.0,-25.0,13.28,11.06,-11.09,-0.054,4.34,2000.0,187.85,-90.61,42,14,87,0
15,10,24,143,35.66,-1.11,-10.0,15.0,-10.0,11.0,12.93,-8.89,-0.101,7.82,2000.0,172.83,-91.36,42,76,24,1
10,20,24,143,54.55,-0.87,10.0,10.0,-20.0,12.52,9.47,-13.27,-0.069,9.61,2000.0,171.04,-91.45,73,33,36,1
20,20,4,143,41.26,-1.0,-1.72,20.0,-20.0,12.08,10.29,-8.93,-0.083,3.38,2000.0,164.73,-91.76,22,18,103,0
25,20,4,143,39.86,-0.96,-1.93,26.1,-20.0,13.0,11.23,-9.04,-0.074,3.48,2000.0,151.55,-92.42,17,19,107,0
100,5,48,143,12.59,-1.07,-5.0,100.0,-5.0,14.48,25.51,-4.9,-0.074,10.5,2000.0,150.08,-92.5,2,122,0,19
30,15,24,143,36.36,-0.41,-6.59,30.0,-15.0,17.41,19.73,-11.92,-0.023,12.56,2000.0,147.02,-92.65,30,62,49,2
25,15,12,143,37.06,-0.78,-4.21,25.0,-15.0,14.84,15.98,-10.64,-0.052,7.21,2000.0,143.89,-92.81,28,52,63,0
10,15,48,143,50.35,-1.17,0.05,10.0,-15.0,11.44,9.65,-12.14,-0.102,12.7,2000.0,140.15,-92.99,69,49,0,25
50,10,4,143,34.27,-1.23,-4.09,50.0,-10.0,12.01,10.67,-7.44,-0.103,2.9,2000.0,137.06,-93.15,4,58,81,0
15,25,12,143,47.55,-0.74,-0.64,15.0,-25.0,14.5,12.36,-12.62,-0.051,7.62,2000.0,136.87,-93.16,51,21,71,0
20,10,6,143,33.57,-1.35,-4.51,20.0,-10.0,10.48,11.26,-7.72,-0.129,3.56,2000.0,133.79,-93.31,20,61,62,0
25,15,4,143,38.46,-1.16,-2.17,26.1,-15.0,12.35,11.05,-8.8,-0.094,3.18,2000.0,130.01,-93.5,16,37,90,0
20,20,6,143,43.36,-0.97,-1.67,20.0,-20.0,13.63,11.85,-10.78,-0.071,4.73,2000.0,128.18,-93.59,27,25,91,0
30,10,24,143,27.97,-0.95,-10.0,30.0,-10.0,14.58,19.59,-8.93,-0.065,9.83,2000.0,128.13,-93.59,23,86,32,2
20,10,4,143,34.97,-1.45,-3.86,20.0,-10.0,9.84,9.63,-7.41,-0.147,2.65,2000.0,126.43,-93.68,17,57,69,0
25,10,12,143,30.07,-1.23,-10.0,25.0,-10.0,12.28,15.0,-8.21,-0.1,5.96,2000.0,123.64,-93.82,21,73,49,0
30,20,4,143,39.86,-1.1,-1.93,30.0,-20.0,13.04,10.87,-9.04,-0.084,3.58,2000.0,123.67,-93.82,10,19,114,0
30,20,24,143,40.56,-0.15,-3.72,30.0,-20.0,19.33,20.16,-14.01,-0.008,14.83,2000.0,122.35,-93.88,34,47,59,3
25,20,6,143,41.26,-0.87,-1.94,25.0,-20.0,14.79,13.36,-10.86,-0.059,4.87,2000.0,121.23,-93.94,23,26,94,0
15,10,48,143,34.27,-1.33,-10.0,15.0,-10.0,11.34,13.91,-9.28,-0.118,11.14,2000.0,118.41,-94.08,44,84,0,15
20,15,6,143,40.56,-1.2,-2.39,20.0,-15.0,12.45,11.44,-9.82,-0.096,4.22,2000.0,118.28,-94.09,24,44,75,0
30,15,4,143,38.46,-1.23,-2.17,30.0,-15.0,12.52,10.89,-8.8,-0.098,3.27,2000.0,116.59,-94.17,10,37,96,0
50,10,6,143,30.77,-1.29,-4.69,50.0,-10.0,12.74,12.79,-7.54,-0.101,4.0,2000.0,113.74,-94.31,4,62,77,0
15,15,48,143,42.66,-1.05,-4.9,15.0,-15.0,13.7,14.13,-12.34,-0.077,14.7,2000.0,112.99,-94.35,56,59,0,28
30,20,6,143,41.26,-0.94,-1.94,30.0,-20.0,15.07,13.19,-10.86,-0.062,5.08,2000.0,105.3,-94.74,15,26,102,0
30,15,12,143,36.36,-0.96,-4.21,30.0,-15.0,15.2,15.81,-10.54,-0.063,7.71,2000.0,104.98,-94.75,20,52,71,0
10,25,24,143,54.55,-1.09,10.0,10.0,-25.0,13.21,9.47,-13.76,-0.083,10.86,2000.0,104.15,-94.79,73,22,47,1
25,10,24,143,28.67,-1.22,-10.0,25.0,-10.0,13.44,17.93,-8.92,-0.091,9.15,2000.0,103.44,-94.83,27,85,30,1
15,25,24,143,48.95,-0.75,-0.74,15.0,-25.0,15.67,13.49,-14.4,-0.048,12.87,2000.0,103.03,-94.85,61,27,53,2
15,20,48,143,48.25,-0.82,-0.19,15.0,-20.0,15.49,14.23,-14.84,-0.053,17.47,2000.0,102.63,-94.87,64,44,0,35
100,10,4,143,34.27,-1.6,-4.09,65.15,-10.0,11.01,9.6,-7.44,-0.145,2.97,2000.0,91.4,-95.43,0,58,85,0
100,10,6,143,30.77,-1.49,-4.69,66.12,-10.0,12.57,12.11,-7.54,-0.119,4.13,2000.0,87.87,-95.61,0,62,81,0
30,10,12,143,29.37,-1.45,-10.0,30.0,-10.0,12.61,14.84,-8.23,-0.115,6.32,2000.0,86.65,-95.67,15,74,54,0
50,20,4,143,39.16,-1.3,-1.96,50.0,-20.0,13.68,10.67,-9.02,-0.095,3.68,2000.0,86.41,-95.68,4,19,120,0
25,15,24,143,36.36,-0.95,-6.59,25.0,-15.0,16.16,18.24,-11.92,-0.059,11.56,2000.0,84.47,-95.78,35,62,45,1
50,15,6,143,37.76,-1.26,-2.64,50.0,-15.0,14.35,12.46,-9.58,-0.088,4.72,2000.0,84.34,-95.78,4,45,94,0
20,10,12,143,30.77,-1.69,-10.0,20.0,-10.0,10.97,12.93,-8.19,-0.154,5.8,2000.0,75.74,-96.21,23,72,48,0
20,15,4,143,38.46,-1.64,-2.17,20.0,-15.0,11.28,9.82,-8.8,-0.145,3.11,2000.0,75.79,-96.21,19,37,87,0
50,20,24,143,39.16,-0.16,-4.11,50.0,-20.0,21.87,21.46,-14.07,-0.007,17.03,2000.0,74.55,-96.27,14,48,78,3
50,15,4,143,37.76,-1.48,-2.18,50.0,-15.0,13.22,10.68,-8.87,-0.112,3.37,2000.0,74.4,-96.28,4,38,101,0
10,20,48,143,54.55,-1.38,10.0,10.0,-20.0,13.04,9.68,-14.66,-0.106,14.83,2000.0,72.79,-96.36,75,38,0,30
10,25,48,143,56.64,-1.23,10.0,10.0,-25.0,13.97,9.69,-15.49,-0.088,17.63,2000.0,71.84,-96.41,78,27,0,38
20,15,12,143,37.76,-1.45,-4.16,20.0,-15.0,13.33,13.63,-10.59,-0.109,7.02,2000.0,70.14,-96.49,30,51,62,0
15,25,48,143,50.35,-0.85,0.05,15.0,-25.0,16.58,14.08,-16.0,-0.052,20.68,2000.0,69.59,-96.52,66,33,0,44
20,25,4,143,41.26,-1.47,-1.72,20.0,-25.96,12.9,10.29,-9.73,-0.114,3.45,2000.0,68.74,-96.56,22,13,108,0
30,10,48,143,24.48,-1.32,-10.0,30.0,-10.0,15.03,23.25,-9.29,-0.088,14.46,2000.0,68.35,-96.58,24,97,0,22
100,15,6,143,37.76,-1.47,-2.64,66.12,-15.0,14.2,11.91,-9.58,-0.103,4.85,2000.0,65.15,-96.74,0,45,98,0
25,10,48,143,25.87,-1.5,-10.0,25.0,-10.0,13.9,20.78,-9.28,-0.108,13.55,2000.0,63.48,-96.83,28,95,0,20
50,15,24,143,34.27,-0.77,-7.85,50.0,-15.0,19.58,20.79,-12.02,-0.039,14.52,2000.0,60.27,-96.99,12,65,64,2
25,20,24,143,40.56,-0.84,-3.72,25.0,-20.0,18.0,18.47,-14.01,-0.047,13.77,2000.0,60.09,-97.0,39,47,55,2
20,10,24,143,30.07,-1.75,-10.0,20.0,-10.0,11.97,15.07,-8.98,-0.146,8.88,2000.0,59.76,-97.01,30,84,28,1
25,25,4,143,39.86,-1.47,-1.93,26.1,-25.96,13.82,11.23,-9.88,-0.106,3.54,2000.0,59.28,-97.04,17,14,112,0
100,20,4,143,39.16,-1.67,-1.96,65.15,-20.0,12.81,9.73,-9.02,-0.131,3.76,2000.0,57.62,-97.12,0,19,124,0
20,20,24,143,43.36,-1.13,-3.17,20.0,-20.0,16.36,15.6,-13.94,-0.069,13.39,2000.0,55.33,-97.23,45,44,52,2
100,15,4,143,37.76,-1.85,-2.18,65.15,-15.0,12.31,9.71,-8.87,-0.151,3.44,2000.0,49.62,-97.52,0,38,105,0
30,25,24,143,40.56,-0.58,-3.34,30.0,-25.0,20.11,20.16,-14.73,-0.029,16.43,2000.0,49.17,-97.54,34,33,73,3
30,25,4,143,39.86,-1.61,-1.93,30.0,-25.96,13.86,10.87,-9.88,-0.116,3.65,2000.0,48.38,-97.58,10,14,119,0
20,20,12,143,40.56,-1.48,-3.39,20.0,-20.0,14.81,13.98,-12.03,-0.1,8.15,2000.0,47.16,-97.64,33,36,74,0
25,20,12,143,38.46,-1.32,-4.01,25.0,-20.0,16.18,16.12,-12.23,-0.082,8.38,2000.0,45.82,-97.71,29,38,76,0
20,25,6,143,43.36,-1.54,-1.67,20.0,-27.64,14.52,11.85,-11.8,-0.106,4.87,2000.0,43.85,-97.81,27,17,99,0
50,20,6,143,39.16,-1.56,-2.19,50.0,-20.0,15.22,12.42,-10.55,-0.102,5.31,2000.0,43.6,-97.82,4,26,113,0
50,10,24,143,25.87,-1.6,-10.0,50.0,-10.0,15.79,19.47,-8.96,-0.102,11.28,2000.0,43.26,-97.84,8,89,44,2
20,10,48,143,27.27,-1.95,-10.0,20.0,-10.0,12.47,17.57,-9.26,-0.156,12.8,2000.0,41.38,-97.93,32,93,0,18
30,15,48,143,30.77,-1.2,-10.77,30.0,-15.0,18.12,23.96,-12.38,-0.066,19.75,2000.0,39.51,-98.02,32,71,0,40
25,25,6,143,41.26,-1.48,-1.94,25.0,-27.64,15.67,13.36,-11.9,-0.094,5.02,2000.0,38.87,-98.06,23,18,102,0
20,15,24,143,37.76,-1.73,-6.56,20.0,-15.0,14.49,15.21,-12.0,-0.119,11.25,2000.0,37.28,-98.14,38,61,43,1
30,20,12,143,37.76,-1.47,-4.01,30.0,-20.0,16.57,16.06,-12.11,-0.089,8.94,2000.0,34.76,-98.26,21,38,84,0
30,25,6,143,41.26,-1.55,-1.94,30.0,-27.64,15.94,13.19,-11.9,-0.097,5.22,2000.0,33.77,-98.31,15,18,110,0
50,25,4,143,39.16,-1.81,-1.96,50.0,-25.96,14.45,10.67,-9.85,-0.125,3.75,2000.0,33.8,-98.31,4,14,125,0
100,20,6,143,39.16,-1.76,-2.19,66.12,-20.0,15.08,11.89,-10.55,-0.117,5.44,2000.0,33.68,-98.32,0,26,117,0
50,10,12,143,27.27,-2.06,-10.0,50.0,-10.0,13.34,14.53,-8.28,-0.154,6.84,2000.0,33.54,-98.32,5,77,61,0
25,15,48,143,32.17,-1.48,-10.51,25.0,-15.0,16.84,21.61,-12.42,-0.088,18.06,2000.0,33.67,-98.32,37,70,0,36
100,10,24,143,24.48,-1.66,-10.0,100.0,-10.0,17.9,20.51,-8.84,-0.092,12.02,2000.0,31.72,-98.41,2,89,50,2
50,25,24,143,39.16,-0.62,-4.04,50.0,-25.0,22.6,21.46,-14.83,-0.027,18.62,2000.0,28.09,-98.6,14,34,92,3
100,15,24,143,32.87,-1.27,-7.85,100.0,-15.0,20.6,20.28,-11.82,-0.061,15.55,2000.0,27.41,-98.63,2,65,74,2
50,15,12,143,34.97,-1.95,-4.68,50.0,-15.0,15.28,14.21,-10.64,-0.128,8.43,2000.0,25.79,-98.71,5,54,84,0
100,10,12,143,27.27,-2.27,-10.0,100.0,-10.0,13.73,13.76,-8.28,-0.165,7.14,2000.0,24.76,-98.76,1,77,65,0
25,25,24,143,40.56,-1.26,-3.34,25.0,-25.0,18.82,18.47,-14.73,-0.067,15.36,2000.0,24.15,-98.79,39,33,69,2
100,25,4,143,39.16,-2.18,-1.96,65.15,-25.96,13.61,9.73,-9.85,-0.16,3.82,2000.0,22.54,-98.87,0,14,129,0
100,20,24,143,37.76,-1.04,-4.22,100.0,-20.0,22.18,20.0,-13.81,-0.047,18.18,2000.0,22.27,-98.89,2,48,90,3
50,10,48,143,19.58,-1.87,-10.0,50.0,-10.0,17.55,28.79,-9.33,-0.106,17.3,2000.0,21.23,-98.94,11,104,0,28
100,15,12,143,34.97,-2.16,-4.68,100.0,-15.0,15.62,13.61,-10.64,-0.138,8.73,2000.0,19.04,-99.05,1,54,88,0
20,25,24,143,43.36,-1.68,-3.17,20.0,-25.0,17.3,15.6,-14.91,-0.097,14.78,2000.0,18.39,-99.08,45,32,64,2
30,25,48,143,38.46,-1.04,-5.45,30.0,-25.0,21.5,23.26,-16.22,-0.048,27.61,2000.0,16.37,-99.18,37,41,0,65
20,15,48,143,33.57,-2.2,-9.8,20.0,-15.0,15.16,18.02,-12.41,-0.145,17.26,2000.0,16.24,-99.19,41,69,0,33
25,25,48,143,39.86,-1.27,-5.03,25.0,-25.0,20.38,21.45,-16.32,-0.062,25.6,2000.0,15.21,-99.24,45,41,0,57
25,25,12,143,38.46,-1.9,-4.01,25.0,-25.0,17.06,16.12,-13.16,-0.111,8.91,2000.0,15.02,-99.25,29,27,87,0
20,25,12,143,40.56,-2.1,-3.39,20.0,-25.0,15.78,13.98,-13.07,-0.133,8.63,2000.0,14.45,-99.28,33,26,84,0
50,25,6,143,39.16,-2.17,-2.19,50.0,-27.64,16.05,12.42,-11.56,-0.135,5.45,2000.0,13.98,-99.3,4,18,121,0
30,20,48,143,34.97,-1.48,-8.81,30.0,-20.0,20.35,23.99,-15.17,-0.073,23.61,2000.0,13.37,-99.33,36,57,0,50
25,20,48,143,36.36,-1.7,-8.73,25.0,-20.0,19.17,22.0,-15.24,-0.089,21.63,2000.0,12.53,-99.37,43,57,0,43
30,25,12,143,37.76,-2.05,-4.01,30.0,-25.0,17.43,16.06,-13.03,-0.117,9.47,2000.0,11.39,-99.43,21,27,95,0
20,20,48,143,39.16,-2.03,-7.53,20.0,-20.0,17.44,18.3,-15.12,-0.117,20.67,2000.0,11.31,-99.43,49,54,0,40
100,25,6,143,39.16,-2.37,-2.19,66.12,-27.64,15.91,11.89,-11.56,-0.149,5.58,2000.0,10.8,-99.46,0,18,125,0
50,15,48,143,25.87,-1.73,-15.0,50.0,-15.0,21.08,28.98,-12.46,-0.082,23.84,2000.0,10.41,-99.48,15,76,0,52
20,25,48,143,41.96,-1.84,-3.69,20.0,-25.0,18.61,17.99,-16.18,-0.099,24.28,2000.0,10.05,-99.5,51,39,0,53
50,20,12,143,36.36,-2.33,-4.16,50.0,-20.0,16.98,14.92,-12.19,-0.137,9.71,2000.0,9.67,-99.52,6,39,98,0
100,25,24,143,37.76,-1.5,-4.11,100.0,-25.0,22.88,20.0,-14.55,-0.066,19.78,2000.0,8.39,-99.58,2,34,104,3
50,25,48,143,33.57,-1.04,-7.8,50.0,-25.0,25.35,29.11,-16.28,-0.041,32.53,2000.0,6.55,-99.67,20,43,1,79
100,20,12,143,36.36,-2.61,-4.16,100.0,-20.0,17.1,14.16,-12.19,-0.152,10.01,2000.0,6.69,-99.67,1,39,103,0
100,10,48,143,18.18,-2.84,-10.0,100.0,-10.0,18.06,26.45,-9.34,-0.157,19.14,2000.0,5.41,-99.73,2,106,0,35
50,20,48,143,30.07,-1.55,-10.19,50.0,-20.0,24.08,30.17,-15.2,-0.065,28.36,2000.0,5.23,-99.74,19,60,0,64
50,25,12,143,36.36,-2.94,-4.16,50.0,-25.0,17.82,14.92,-13.14,-0.165,10.24,2000.0,2.97,-99.85,6,28,109,0
100,25,12,143,36.36,-3.22,-4.16,100.0,-25.0,17.93,14.16,-13.14,-0.179,10.54,2000.0,2.05,-99.9,1,28,114,0
100,15,48,143,24.48,-3.64,-15.0,100.0,-15.0,19.92,23.31,-12.37,-0.183,26.76,2000.0,0.95,-99.95,2,77,0,64
100,25,48,143,31.47,-3.3,-8.35,100.0,-25.0,24.96,24.72,-16.16,-0.132,36.21,2000.0,0.33,-99.98,3,44,1,95
100,20,48,143,27.97,-3.89,-10.77,100.0,-20.0,23.3,24.9,-15.07,-0.167,31.99,2000.0,0.26,-99.99,3,61,0,79
